sample	name	class
SRS4168029	mango	-
SRS1758498	mangobiche_colombia	unknown
SRS1758542	mangobiche_colombia_1	unknown
SRS4169469	mango_kush	-
SRS1431865	mango_stomper	indica
SRS1758426	mango_zamal	unknown
SRS1758219	marionberry_kush	hybrid
SRS1758191	marionberry_no2	hybrid
SRS1758412	markant_hemp	hemp
SRS4167237	marmalade	-
SRS4167235	marmalade_5	-
SRS4167433	mary_chino_41	-
P2_A10_M_0010	master_kush	hybrid
P2_A11_M_0011	master_kush_1	hybrid
P2_A12_M_0012	master_kush_2	hybrid
P2_B01_M_0013	master_kush_3	hybrid
SRS1967043	master_kush_4	hybrid
SRS4169645	master_kush_5	-
SRS4167159	master_yoda_kush	-
SRS4167476	matanauska_thunder_fuck_mtf	sativa
SRS4169754	matanauska_thunder_fuck_mtfcameron	-
SRS4169437	matanauska_thunder_fuck_mtf_jim	-
SRS1758273	matanuska_thunder_fuck	unknown
SRS1967042	matt_31	unknown
SRS1967041	matt_32	unknown
SRS4167854	maui_bubble_gift	-
SRS1362440	maui_waui	hybrid
SRS1758022	maui_wowie	sativa
SRS4167725	maui_wowie_1	-
SRS4167713	maya_8	-
SRS1431928	mazar	indica
SRS4167704	mazari_grape	-
SRS1758261	mcog	unknown
SRS4167423	mean_green	-
SRS1758256	medflight	unknown
SRS1431976	medibud	hybrid
SRS1758167	medibud_1	hybrid
SRS1431828	medical_mass	hybrid
SRS1760319	medicine_man	hybrid
SRS1757941	medicine_women	hybrid
SRS4167966	medusa	-
SRS4169773	melissas_web	-
SRS1431929	melon_gum	hybrid
SRS4169676	memberberry	-
SRS4167241	mendo_breath	-
SRS4167261	mendo_breath_1	-
SRS4169535	mendo_breath_2	-
SRS4169788	mendo_breath_3	-
SRS1757935	mendo_bubba	unknown
SRS4167978	mendocino_clone_company_blood_diamond_og	-
SRS4167976	mendocino_clone_company_candyland	-
SRS4167353	mendocino_clone_company_cbd_harlequin_granddaddy_purple	-
SRS4167359	mendocino_clone_company_cbd_trident	-
SRS4167980	mendocino_clone_company_humboldts_true_og	-
SRS4167972	mendocino_clone_company_kush	-
SRS4167352	mendocino_clone_company_og_kush_f1	-
SRS4167893	mendocino_clone_company_og_twist_og_x_chem_dawg	-
SRS4167975	mendocino_clone_company_original_glue_gg4	-
SRS4167977	mendocino_clone_company_pre_98_bubba_kush	-
SRS4167354	mendocino_clone_company_purple_punch	-
SRS4167355	mendocino_clone_company_san_fernando_valley_og	-
SRS4167378	mendocino_clone_company_skywalker_og	-
SRS4167974	mendocino_clone_company_sour_diesel	-
SRS4167450	mendocino_clone_company_the_medicine	-
SRS4167983	mendocino_clone_company_true_og	-
SRS4167457	mendocino_madness	-
SRS4167802	mendocino_purple	-
SRS1760362	mendo_early_girl_x_headband	hybrid
SRS1758275	mental_floss	unknown
SRS1758249	menthel_bubble_gum	unknown
SRS4169405	meow_og	-
SRS1758545	mestnayal_bulgaria	unknown
SRS1758546	mestnayal_ukraine	unknown
SRS4169748	metolius	-
SRS1760260	mex	unknown
SRS1758388	mexican	sativa
SRS1758465	mexico_oaxaca	unknown
SRS1758471	mexico_oaxaca_79_s1	unknown
SRS1758305	mexico_verde_limon	unknown
SRS4167294	michoacan	-
SRS4169766	michoacan_ice	-
SRS4167480	midnight	hybrid
SRS4169654	midnight_splendor	-
SRS4169771	mightymight	-
SRS4169675	milk___cookies	-
SRS4169380	millennium_og	-
SRS4167427	miracle_alien_cookies	-
SRS4169736	miracle_plant	-
SRS1758474	miyagi	unknown
SRS4167327	mjardin_cbd	-
SRS1431873	mkla	unknown
SRS4167755	mk_ultra	-
SRS4167164	mk_ultra_thseeds_amsterdam	-
SRS4167651	mk_ultra_thseeds_colorado	-
SRS1967040	mn	unknown
SRS1431815	mo	unknown
SRS4167734	moana	-
SRS4167221	mob	-
SRS1758223	mob_rhode_island_heirloom	unknown
SRS4167339	mobxch91	-
SRS4169408	mochi	-
SRS4167971	mojito_g	-
SRS4168063	monkey_train	-
SRS4169786	moon_puppies	-
SRS1759493	moonshot	unknown
SRS1758496	morocco	unknown
SRS1757928	mother_of_berries	indica
SRS4168023	mothers_milk_no__31	-
SRS4167805	motor_breath_15	-
SRS4167635	mountain_girl	-
SRS4169705	mountain_magick	-
SRS4167316	mr__nice	-
SRS4169760	mr__sandman	-
SRS4169725	mrsouls_princess	-
SRS4169402	mtf_cross	-
SRS4167620	mt__hood_magic	-
SRS1760339	munkey	unknown
SRS4169568	mystery_haze	-
SRS4169633	mystery_haze_1	-
SRS4167558	mystery_og	-
SRS4169756	naked_lady	-
SRS1759481	namibian_landrace	unknown
SRS4168045	narnia	-
SRS4167792	nectar	-
SRS1758328	nepal	unknown
SRS1758419	nepal_1	unknown
SRS1759488	nepal_2	unknown
SRS1758447	nepal_2010	unknown
SRS1759483	nepali	unknown
SRS4168014	nepali_mutt	-
SRS1758525	nepal_pahari	unknown
P2_B03_M_0015	nevilles_haze	hybrid
P2_G05_M_0077	nevilles_haze_1	hybrid
P2_F12_M_0072	nevilles_white_widow	hybrid
SRS4169541	new_beginnings	-
SRS1758444	new_caledonia	unknown
SRS4167263	new_glue_gg5	-
SRS4167665	new_glue_gg5_1	-
SRS1758475	new_jack_herer	unknown
SRS4167485	new_york_city_diesel	hybrid
SRS4169455	new_york_city_diesel_1	-
SRS1758565	nicaragua	unknown
SRS1758467	nicaragua_4	unknown
SRS1758550	nigeria	unknown
SRS4167634	nigerian_hashplant	-
SRS4167906	night_nurse	-
SRS4167310	nine_pound_hammer	-
SRS4169579	nine_pound_hammer_1	-
P2_C01_M_0025	nl5_haze_mist	hybrid
SRS1758130	nlm	unknown
SRS1758088	no23	unknown
SRS1758007	no2_pheno_kfx2	unknown
SRS1758125	no3_pheno	unknown
SRS1758194	no3_pheno_1	unknown
SRS1757988	no5_pheno	unknown
SRS1760342	no5_pheno_afghan_dom	unknown
SRS1760264	no6_pheno	unknown
SRS1758162	northern_cali_gooey	unknown
SRS4169477	northern_fire	-
SRS4169757	northern_gate	-
SRS1760379	northern_lights	unknown
SRS4167246	northern_lights_1	-
SRS4167537	northern_lights_5	-
SRS1757963	northern_lights_x_l5_haze	hybrid
SRS4167703	northern_resurrection	-
SRS1760250	northern_thunder	unknown
SRS4167698	north_indian_redstem	-
SRS1757985	northshore_maui	unknown
P1_D07_H_0022_1	novosadska	hemp
SRS1431881	nuclear_fruit	unknown
SRS1967039	nuclear_fruit1	unknown
SRS1758310	nuken	indica
SRS4169364	nuken_1	-
SRS4169672	number_five	-
SRS4167733	nycd	-
SRS4167614	n_y_c_d_	-
SRS1107960	nyc-diesel	hybrid
SRS1107961	nyc-diesel_1	hybrid
SRS1758141	nyc-diesel_2	hybrid
SRS1757948	nyc_diesel_01	hybrid
SRS1758439	nyc_diesel_06	hybrid
SRS4167762	nyc_sister	-
SRS1760273	oaksterdam_og	unknown
SRS1758491	oaxaca_79	unknown
SRS1760382	obama	unknown
SRS4169606	obama_40_water	-
SRS1757998	obama_kush	indica
SRS4167891	obama_kush_1	-
SRS4167529	obg_01m	-
SRS4167381	obi_1_1	-
SRS1967038	oddball	unknown
SRS4168018	odisha	-
SRS1758548	odnodomnaya_poland	unknown
SRS1760253	odyssey	hybrid
SRS1431897	og_18	hybrid
SRS4167648	og_78	-
SRS4167834	og78_1_mace	-
SRS1760303	og_99	unknown
SRS1759491	og_chem	unknown
SRS4167580	og_chem_dog	-
SRS4169708	og_chem_dog_1	-
SRS4167358	o_geezus	-
SRS1758308	og_hindu_jager_kush	unknown
SRS4169363	ogkb	-
SRS4167334	ogkb_girl_scout_cookies	hybrid
SRS4167823	o_g__kush	-
SRS1102342	og_kush	sativa/hybrid
SRS1107962	og_kush_1	sativa/hybrid
SRS1362424	og_kush_2	sativa/hybrid
SRS1758241	og_kush_3	sativa/hybrid
SRS1758247	og_kush_4	sativa/hybrid
SRS4167515	og_kush_5	-
SRS4167585	og_kush_6	-
SRS4169400	og_kush_7	-
SRS4169453	og_kush_8	-
SRS4169495	og_kush_9	-
SRS1431829	og_kush_10	hybrid/sativa
SRS4167820	o_g__kush_sfv_cut	-
SRS1758164	og_kush_x_tangerine	hybrid
SRS4167958	ogpc	-
SRS4168057	ogre	-
SRS1758182	og_skunk	hybrid
SRS1757925	ogv_kush	unknown
SRS4167896	oh_fuck	-
SRS4167251	oil_spill	-
SRS4169628	ol_dirty_bolton	-
SRS1758112	old_jack	unknown
SRS1760256	old_mendo_haze	unknown
SRS4167244	old_og	-
SRS4169563	old_og_1	-
SRS4169767	old_paul	-
SRS4167641	old_school	-
SRS1431947	old_school_og	hybrid
SRS4167981	old_toby	-
SRS4167271	omega	-
SRS1758119	omega_dawg	hybrid
SRS1760346	omega_dawg_1	hybrid
SRS4169350	omega_dog	-
SRS4167287	omija	-
SRS4167222	omtf_original_matanuska_thunder_fuck	-
SRS4167207	one_star	-
SRS4167456	on_the_county_floor	-
SRS4167206	onycd_3_0	-
SRS4167270	orange_blossom	-
SRS4167796	orange_calyx	-
SRS4167684	orange_cookies	-
SRS1758199	orange_crush	hybrid
SRS4167436	orange_crush_1	-
SRS4169509	orange_glue	-
SRS4169751	orange_glue_1	-
SRS4168054	orange_purple_crush	-
SRS4168077	orange_rose	-
SRS4167210	orange_sherbet	-
SRS4167369	orange_velvet	-
SRS4167250	orange_zkittles_3	-
SRS4167681	orangina_51	-
SRS4169742	oregon_berry	-
SRS4167626	oregon_diesel	-
SRS4169498	oregon_diesel_1	-
SRS4169768	oregon_lemons	-
SRS1759452	oregon_pineapple	hybrid
SRS1760316	oregon_pinot_noir	sativa
SRS4167803	oregon_purple_diesel	-
SRS1758460	original_diesel	unknown
SRS4167217	original_glue_gg4	-
SRS4167240	original_glue_gg4_1	-
SRS4167376	original_glue_gg4_2	-
SRS4167664	original_glue_gg4_3	-
SRS4167686	original_glue_gg4_4	-
SRS4169496	original_glue_gg4_5	-
SRS4169503	original_glue_gg4_6	-
SRS4169542	original_glue_gg4_7	-
SRS4169737	original_glue_gg4_8	-
SRS4169794	original_glue_gg4_9	-
SRS4169530	original_green	-
SRS1362453	original_sour_diesel	hybrid
SRS4169799	orissa_gold	-
SRS4167218	oro_blanco	-
P2_D04_M_0040	ortega_bc	hybrid
SRS4169564	osour_head	-
SRS4169585	osour_head_1	-
SRS1107959	otto	hemp
SRS1431879	otto_1	hemp
SRS1099978	otto-2130	hemp
SRS1107958	ottomale	hemp
SRS4167286	outlaw_skunk	-
SRS4169707	ovf	-
SRS1758250	p-91	unknown
SRS1759492	p-91_1	unknown
SRS4167657	pablo_escobar_sbg	-
SRS4168065	pacific_g13	-
SRS4169798	paghman	-
SRS4167343	pags	-
SRS1758323	pakistan	unknown
SRS1758416	pakistan_1	unknown
SRS1758418	pakistan_2	unknown
SRS1758560	pakistan_chitral	indica
SRS1758499	pakistan_valley_kush	indica
SRS1107967	panama	unknown
SRS1758302	panama_1	unknown
SRS1758489	panama_2	unknown
SRS4169703	panama_3	-
SRS4167460	panama_punch	-
SRS4167257	panama_red	-
SRS4167777	panama_red_1	-
SRS4168035	panama_red_2	-
SRS4168036	panama_red_3	-
SRS1758464	panama_standard	unknown
SRS1759466	panda_cookies	unknown
SRS1759453	panda_og	hybrid
SRS1758124	pandoras_box	sativa
SRS1758469	papua_new_guinea	unknown
SRS1758502	papua_new_guinea_1	unknown
SRS1758540	papua_new_guinea_2	unknown
SRS1758472	paraguay_1	unknown
SRS1759490	paraguay_2	unknown
SRS1758533	paraguay_3_1996	unknown
SRS4167289	parvati_valley_landrace	-
SRS4169467	patience_cbd	-
SRS1107968	pc3	unknown
SRS1107969	pc3_1	unknown
SRS4168016	pcg_durban_8	-
SRS4168028	pcg_thc_bomb	-
SRS1431934	peaches_and_cream	hybrid
SRS4169441	peaches_n_cream	-
SRS1758436	peach_kush	unknown
SRS1760380	peanut_butter_jelly	unknown
P2_E07_M_0055	pennywise	hybrid
SRS4167644	pennywise_1	-
SRS1760269	peoples_kush	unknown
SRS4169604	peoples_kush_1	-
SRS1431864	perma_frost	hybrid
SRS1758179	perseus_indy_99	unknown
P1_E03_H_0026_1	petera	hemp
SRS1758276	pez	indica
SRS1431898	phantom_cookies	hybrid
SRS1758320	phantom_cookies_1	hybrid
SRS4168047	phantom_cookies_2	-
SRS4167248	pharoahs_gold	-
SRS4167247	phresh_glue	-
SRS1758364	pigmy_pot-congo_pointe_noire	unknown
SRS1431961	pineapple	hybrid
SRS1760338	pineapple_1	hybrid
SRS4167340	pineapple_2	-
SRS4167408	pineapple_ak	-
SRS4167514	pineapple_calyx	-
SRS1758379	pineapple_chunk	hybrid
SRS1760301	pineapple_dogshit	hybrid
SRS1760305	pineapplee_kush	hybrid
SRS1431950	pineapple_express	hybrid
SRS4169580	pineapple_express_1	-
SRS4167881	pineapple_jager	-
SRS1760366	pineapple_kush	hybrid
SRS4167375	pineapple_kush_1	-
SRS4167985	pineapple_kush_2	-
SRS4167598	pineapple_mimosa	-
SRS1760367	pineapple_purple_berry	hybrid
SRS1758377	pineapple_thai	hybrid
SRS4167907	pineapple_tsu	-
SRS4167176	pineapple_upside_down_cake	-
SRS1107966	pineberry	unknown
SRS4167864	pine_soul	-
SRS4167929	pine_tar_kush	-
SRS1757962	pink_champagne	unknown
SRS1760364	pink_champagne_1	unknown
SRS1431927	pink_lady	hybrid
SRS4169774	pink_panties	-
SRS4167473	pink_snowball	hybrid
SRS1758178	pitbull	indica
SRS1758391	pitbull_1	indica
SRS1431896	pk_cookies	unknown
SRS4167751	platinum_animal_cookies	-
SRS4169543	platinum_blue_lean	-
SRS1758244	platinum_bubba_kush	indica
SRS1757931	platinum_cookies	unknown
SRS1758154	platinum_cookies_1	unknown
SRS4167380	platinum_girl_scout_cookies	hybrid
SRS4167787	platinum_girl_scout_cookies_1	hybrid
SRS4169479	platinum_girl_scout_cookies_2	hybrid
SRS1760300	platinum_girlscout_cookies	hybrid
SRS1760278	platinum_headband	unknown
SRS4169545	platinum_kandy_kush	-
SRS1431962	platinum_og	indica
SRS1758318	platinum_og_1	indica
SRS1758351	platinum_og_2	indica
SRS1758100	platinum_og_cookies	unknown
SRS1760272	platinum_og_kush	indica
SRS4167486	platinum_punch	hybrid
SRS4169744	platinum_punch_1	-
SRS4169544	platinum_tangy	-
SRS4169510	platinum_widow	-
SRS1757933	plushberry	indica
SRS1758442	pn_columbia_pelo_naranja	unknown
SRS1759436	polish_hemp	hemp
SRS1759447	portuguese_hemp	hemp
SRS4169772	powerline	-
SRS4167779	powerline_2	-
SRS4167654	power_up_sbg	-
SRS4169761	power_wreck	-
SRS1758264	ppa	unknown
SRS4169693	pre_98_bubba	-
SRS1362442	pre-98_bubba_kush	hybrid
SRS1757993	pre-98_bubba_kush_1	hybrid
SRS4169593	premium_girl_scout_cookies	hybrid
SRS1760353	premium_jack	unknown
SRS1760381	premium_jack_1	unknown
SRS1758272	presidential_kush_no1	unknown
SRS4169484	primo_g	-
SRS4169483	primo_stout	-
SRS4169765	primus	-
SRS1758252	princess_leia	unknown
SRS1758315	private_reserve_og	unknown
SRS4169378	pr_kush	-
SRS4169432	psbd_513	-
SRS1759499	puhi_fog	unknown
SRS4168021	punto_rojo	-
SRS4167618	puppies_breath	-
SRS4167835	pure_kush	-
SRS4169494	pure_kush_1	-
SRS4167696	pure_kush_grass_valley_og	-
SRS1758350	purple	unknown
SRS4167224	purple_afghani	-
SRS1758066	purple_afghanistan	indica
SRS1758479	purple_alien_og	hybrid
SRS1758225	purple_arrow	hybrid
SRS1758036	purple_cadillac	indica
SRS4167630	purple_calyx	-
SRS4167524	purple_caper	-
SRS1757971	purple_crack	hybrid
SRS1758389	purple_diesel	hybrid
SRS4167446	purple_goat	-
SRS1759505	purple_god_bud	unknown
SRS4167451	purple_grape_kool_aid	-
SRS1758562	purple_hindu_kush	indica
SRS4167276	purple_hindu_kush_1	-
SRS4167385	purple_indica	-
SRS4167968	purple_kona	-
SRS4168012	purple_kool_aid	-
SRS1431965	purple_kryptonite	indica
SRS1967037	purple_kryptonite1	unknown
SRS1757938	purple_kush	indica
SRS1758185	purple_kush_1	indica
SRS1760315	purple_kush_2	indica
SRS4167490	purple_lotus_7	indica
SRS4167690	purple_monster_kush	-
SRS1758006	purple_mr_nice	indica
SRS4167508	purple_mr__nice	-
SRS4167477	purple_panty_dropper	indica
SRS4168050	purple_pineapple	-
SRS1757997	purple_pineapple_afghani	unknown
SRS1107965	purpleprince	hybrid
SRS4167254	purple_punch	-
SRS4167747	purple_punch_1	-
SRS4167791	purple_punch_2	-
SRS4167944	purple_punch_3	-
SRS4168026	purple_punch_4	-
SRS4169557	purple_punch_supernova_gardens_breeders_cut	-
SRS4167413	purple_rockstar_kush	-
P2_E01_M_0049	purple_sativa	hybrid
SRS1758177	purple_sour_diesel	hybrid
SRS4167888	purple_trainwreck	-
SRS4169349	purple_train_wreck	-
SRS1431936	purple_urkle	indica
SRS1758069	purple_urkle_1	indica
SRS1758150	purple_urkle_2	indica
SRS1760280	purple_urkle_3	indica
SRS1431943	purps	unknown
SRS1759443	purpur_ti	unknown
SRS4167223	putang	-
SRS4167737	pw5	-
SRS4167234	p_wonder	-
SRS4167549	quantum_kush_5	-
SRS1431850	quepzaltol	unknown
SRS4167494	queso	-
SRS4169678	quest_1	-
SRS4167348	r_1	-
SRS1362433	r4	indica
SRS1758342	r4_1	unknown
SRS1431824	r4-2__a2_	unknown
SRS4169749	rabbit_hole	-
SRS4169562	rainbow_headband	-
SRS4167498	rainbow_kush	-
SRS4167400	rascal_og	-
SRS4167695	raskal_og	-
SRS4169674	raspberry_cookies	-
P2_H05_M_0089	raspberry_cough	hybrid
SRS4167331	raspberry_kush	-
SRS4167720	razberry_kush	-
SRS1759473	raziel	unknown
SRS4169664	rebel_berry_og	-
SRS1102341	recon	indica
SRS1107963	recon_1	indica
SRS4167749	recon_2	-
SRS4169632	red_alien	-
SRS1760290	red_beard	unknown
SRS4169353	red_bikini	-
SRS1758457	red_congo	sativa
SRS4169367	red_congolese	-
SRS4167865	red_corrento	-
SRS4167963	red_lebanese_x_panama_red	-
SRS1431836	red_purps	hybrid
SRS1757991	remedy	indica
SRS1758043	remedy_1	indica
SRS4169782	remedy_2	-
SRS1757943	remedy_29_19-2	indica
SRS1759442	richard_vi	unknown
SRS4167745	ricks_pupil	-
SRS4169746	ricks_pupil_1	-
SRS4167916	riddler	-
SRS1107973	ringo	unknown
SRS4167474	ringo_1	hybrid
SRS4167581	ringos_gift	-
SRS4167639	ringos_gift_1	-
SRS4168020	ringos_gift_katie_cut	-
SRS1758401	ripped_bubba	hybrid
SRS4168031	ripped_bubba_1	-
SRS4169686	roberts_creek_congo_lmn	-
P2_D07_M_0043	rockstar_og_kush	hybrid
SRS1362434	rocky_mountain_bluberry	hybrid
SRS1759438	romanian_hemp	hemp
SRS1758222	romulan	indica
SRS4169764	romulan_blue_dream__ron_berry	-
SRS1758438	romulan_cotton_candy	unknown
SRS1758248	romulan_x_grapefruit	hybrid
SRS4169567	romulan_x_grapefruit_1	-
SRS1759444	rooster	unknown
SRS1758299	root_beer_float	unknown
SRS1758301	root_beer_float_1	unknown
SRS1758309	root_beer_float_2	unknown
SRS1758333	root_beer_float_3	unknown
SRS1758335	root_beer_float_4	unknown
SRS1758336	root_beer_float_5	unknown
SRS1758041	rose_city_cin	unknown
SRS4169521	royal_highness_18	-
SRS4169626	royal_highness_18_1	-
SRS4167575	royal_kush	-
SRS4167438	royal_kush_21	-
SRS4167615	royal_kush_47	-
SRS1757992	royal_phoenix	unknown
SRS1758128	royal_purple_diesel	hybrid
SRS1760257	royal_rose_kush	hybrid
SRS4169444	royal_sour	-
SRS4167374	royal_treat	-
SRS1758454	rs2	unknown
SRS1758392	ruby	unknown
SRS4167556	ruby_red_grapefruit	-
SRS1758374	ruby_slipper	unknown
SRS4167701	ruby_slippers	-
SRS4167238	rude_boi	-
SRS4167861	rude_boi_1	-
SRS4169547	ruthless_og	-
SRS4169624	ruth_og	-
SRS4169439	s6_sage	-
SRS4167255	s9_3k3xcd_12	-
SRS4167365	s9_3k3xcd_17	-
SRS4167872	s9_3k3xcd_6	-
SRS4167874	s9_3xk3	-
SRS4167875	s95bxz	-
SRS1758156	sage	hybrid
SRS4167767	sage_n_sour	-
SRS4169554	sainte_anne__guadeloupe	-
SRS4167372	salmon_river	-
SRS4168071	sample_a	-
SRS1758395	san_diego_cat_piss	sativa
SRS4167442	san_diego_hawgsbreath	-
SRS1431858	san_fran_valley_og_kush	hybrid
SRS1760368	sanoma_coma	unknown
SRS4167760	santa_cruz_haze	-
SRS4169389	santa_cruz_highland_oaxaca_gold_86	-
SRS4167722	santa_cruz_tsunami_cbd	-
SRS1759476	saroel	unknown
SRS4167165	sasquatch_9333	-
SRS4167935	savo_sour	-
SRS4167740	sb6	-
SRS4167603	sbse_x_78	-
SRS4169560	sb_strawberry_blonde	-
SRS1431841	schemp	unknown
SRS1758018	schrom	sativa
SRS4167458	scifi	-
SRS4167738	scooby_snacks	-
SRS4169416	scooby_snacks_1	-
SRS4167905	scotts_og	-
SRS1431910	screaming_haze	unknown
SRS4169493	scroopy_noopers	-
SRS4169427	sdbd_831	-
SRS4167925	seattle_sour_breath	-
SRS1758470	senegal	unknown
SRS4167454	sensi_star	-
SRS4167313	sensi_star___grape_ape	-
SRS1757956	sfu_og_kush	unknown
SRS4167379	sfu_og_kush_1	-
SRS1431948	sfv	hybrid
SRS1760375	sfv_1	unknown
SRS4167366	sfv_2	-
SRS4167632	sfv_3	-
SRS4167890	sfv_4	-
SRS4169700	sfv_5	-
SRS4167882	sfvog	-
SRS4167899	sfv_og	-
SRS4167930	sfv_x_sky	-
SRS4167368	sgt__pepper	-
SRS1758357	shark_shock	indica
SRS4167638	shark_shock_1	-
SRS4168022	sheelavathi_india	-
SRS1757972	sherbert	unknown
SRS4167431	sherbert_1	-
SRS4167452	sherbert_2	-
SRS4169434	sherbert_3	-
SRS4169463	sherbert_4	-
SRS4167330	sherbert_sunset	-
SRS4167726	sherbet	-
SRS4167392	ship_ballast_1879	-
SRS4168010	shortbread_purple_spice	-
SRS1360602	sievers_infinity	hemp
P1_C05_H_0015_1	silesia	hemp
SRS4167717	silverback_gorilla	-
SRS4167829	silver_calyx	-
SRS4169704	silver_hawk	-
SRS4167323	silver_haze_orange_tahoe	-
SRS4167912	silver_jelly_sbg	-
SRS4169499	silver_surfer	-
SRS4169612	silver_surfer_1	-
SRS1758402	silver_tip	unknown
SRS4168040	sirius_black	-
SRS4169513	sirius_business	-
SRS4169514	sirius_city_diesel	-
SRS4169407	sirius_daydream	-
SRS4167666	sister_glue_gg1	-
SRS4167384	sizzleberry	-
SRS4167230	skunk_1	-
SRS4169475	skunk_1_1	-
SRS4169569	skunk_1_2	-
SRS4167200	skunk_1_pheno_1_1979	-
SRS4167932	skunk_1_pheno_2_1979	-
SRS4167202	skunk_1_pheno_3_1979	-
SRS4167843	skunkberry	-
P2_E09_M_0057	skunk_haze	hybrid
SRS1760332	skunk_haze_1	hybrid
SRS1360601	skunk_num1	hybrid
SRS1758487	skunk_num1_1	hybrid
SRS1758566	skunk_num1_2	hybrid
SRS4169531	skymaster	-
SRS4167622	skywalker	-
SRS4168001	skywalker_1	-
SRS4169571	skywalker_2	-
SRS1758382	skywalker_kush	unknown
SRS1431933	skywalker_og	hybrid
SRS1757957	skywalker_og_1	hybrid
SRS4169797	slimer	-
SRS4167816	slurricane	-
SRS1107971	snoopdream	hybrid
SRS4167226	snow_calyx	-
SRS1431883	snowcap	hybrid
SRS1431953	snowcap_1	hybrid
SRS4167706	snow_land_1	-
SRS4167443	snow_land_2	-
SRS1758257	snowland_a	hybrid
SRS1758378	snow_leopard	indica
SRS4167321	snow_leopard_1	-
SRS1758398	snow_white	hybrid
SRS1760308	soldier_2005	unknown
SRS1362436	somali_taxi_cab	sativa
SRS4167239	sour_apple	-
SRS4169597	sour_apple_1	-
SRS4167462	sour_apple__original_cut	-
SRS4169642	sour_banana_sherbet	-
SRS4169505	sour_best_shit_ever	-
SRS4169548	sour_blue	-
SRS4167942	sour_blue_glue	-
SRS4167711	sour_bobby_1	-
SRS4169658	sour_bobby_3	-
SRS1758432	sour_bubble_4	indica
SRS1760297	sour_bubble_gum	unknown
SRS1757930	sour_chelumbian	unknown
SRS4169640	sour_cookies	-
SRS1431826	sour_diesel	sativa
SRS1431908	sour_diesel_1	sativa
SRS1757979	sour_diesel_2	sativa
SRS1758003	sour_diesel_3	sativa
SRS1758010	sour_diesel_4	sativa
SRS1758118	sour_diesel_5	sativa
SRS1758171	sour_diesel_6	sativa
SRS1758218	sour_diesel_7	sativa
SRS1758255	sour_diesel_8	sativa
SRS1759455	sour_diesel_9	sativa
SRS1759456	sour_diesel_10	sativa
SRS1759460	sour_diesel_11	sativa
SRS1759461	sour_diesel_12	sativa
SRS1759462	sour_diesel_13	sativa
SRS1759478	sour_diesel_14	sativa
SRS1759480	sour_diesel_15	sativa
SRS4167243	sour_diesel_16	-
SRS4167361	sour_diesel_17	-
SRS4167503	sour_diesel_18	-
SRS4167810	sour_diesel_19	-
SRS4169445	sour_diesel_20	-
SRS4169450	sour_diesel_21	-
SRS4169515	sour_diesel_22	-
SRS4169666	sour_diesel_23	-
SRS4169436	sour_dog	-
SRS1760270	sour_flower	sativa
SRS4167961	sour_g	-
SRS1758076	sour_kush	hybrid
SRS1760348	sour_kush_1	hybrid
SRS4167195	sour_kush_2	-
SRS4169446	sour_og	-
SRS4167299	sour_orange_cookies	-
SRS4167927	sour_patch_kids	-
SRS1431913	sour_patch_kush	hybrid
SRS1760337	sour_queen	unknown
SRS1760357	sour-sage	sativa
SRS4167943	sour_strawberry_kush	-
SRS3289200	sour_tangie	sativa
SRS4167600	sour_tangie_2	-
SRS1098404	sour_tsunami	hybrid
SRS1107975	sour_tsunami_1	hybrid
SRS1758161	sour_tsunami_2	hybrid
SRS1758407	sour_tsunami_3	hybrid
SRS4167611	sour_tsunami_4	-
SRS4167642	sour_tsunami_5	-
SRS1107976	sour_tsunami_fem	hybrid
SRS1431925	sour_willie	sativa
SRS1758319	south_africa	unknown
SRS1758207	south_sound_tonic	unknown
SRS1758143	s.p_acdc	hybrid
SRS4169683	space_bomb	-
SRS1758148	space_candy	hybrid
SRS1760376	space_candy_1	hybrid
SRS4167621	space_candy_2	-
SRS4169372	space_dude	-
SRS4167928	space_goat	-
SRS4167851	space_goat_1332	-
SRS4169381	space_oddity	-
SRS4167256	space_queen	-
SRS4169776	space_queen_1	-
SRS4167934	spacewalker	-
SRS1431880	spectrum-11	hemp
SRS1431882	spectrum-14	unknown
SRS4169572	sploosh	-
SRS4167742	sr4	-
SRS1431870	sshrek	unknown
SRS1758071	ssh_x_superbill_x_ssh	hybrid
SRS4168052	ss_x_la	-
SRS1758059	st3	unknown
SRS1759472	star	unknown
SRS4169440	star_54	-
SRS4169442	star_58	-
SRS4167225	star_91_3	-
SRS4167467	stardawg	-
SRS4169783	stardawg_1	-
SRS4167904	stardawg_illuminati_cut	-
SRS4169691	stardawg_illuminati_cut_1	-
SRS4167211	starduster	-
SRS4169618	star_fighter	-
SRS1757927	star_fighter_f2	hybrid
SRS4167801	star_pebbles	-
SRS4167173	star_pupil	-
SRS1760331	star_trek	unknown
SRS4167659	stay_frostie_sbg	-
SRS1760263	stella_blue	sativa
SRS4169576	stella_blue_1	-
SRS1758314	stella_blues_x_wako_haze	hybrid
SRS4167268	stem	-
SRS4169726	stillwater_smooth	-
SRS4167655	stinger_missile_sbg	-
SRS4169722	stinky_pete	-
SRS1757960	strawberry	sativa
SRS1758000	strawberry_1	sativa
SRS4167688	strawberry_banana	-
SRS4167819	strawberry_banana_1	-
SRS4169461	strawberry_banana_tangie	-
SRS4167700	strawberry_cheesecake_112	-
